amp,x0,sx,y0,sy,offset,amp1,sigma1,x01,y01,phi1_deg,offset1,amp2,sigma2,x02,y02,phi2_deg,offset2
0.930475606063758,-4.99791524707287,0.500164062171619,-4.71212281895886,1.30919355867907,-0.0166239251963023,0.318467032701863,1.3235324426293,-5.22062732666582,-5.2206335478604,45.2772317902885,-0.0369198518930387,0,0,0,0,NaN,0
0.7939215993134,4.09529248009645,0.911473454863239,3.96977881351056,1.26547226850408,-0.025383363196933,0.205078536157872,1.22970264910649,0.440198966578521,-0.440157534000594,125.278089304036,-0.0508427922624833,0,0,0,0,NaN,0
0.699898598155828,4.68741754955493,0.844582959377215,0.427541457057703,1.338325279884,-0.0220508719201625,0.234632573607723,1.24467887178541,2.37278257932926,-2.37286515345955,133.102215300683,-0.0470889188078271,0,0,0,0,NaN,0
0.653443114506354,4.3018375203367,0.811709163558163,-2.4091417090684,1.48903269271242,-0.0220491375970192,0.27789014487729,1.40827548619285,3.80991118724214,-3.80993547126665,134.968316374793,-0.0455004622677578,0,0,0,0,NaN,0
0.691371206538414,4.97254876210516,0.500000000000022,-3.08206779907623,1.58581334236826,-0.0150786896999631,0.224259328925706,1.00955072115326,1.9498422471918,1.94951150040915,57.2957795067136,-0.0383895459767296,0.247634428321438,1.13269737949243,1.99513891581357,-5.58665479667259,151.35211024347,-0.0335316132997725
0.576785126085696,-3.41499329804598,0.772068691979022,-0.759080262556421,1.23284530708471,-0.0153314260152555,0.191827741178608,1.14584667080983,-1.97573993971567,1.97552356082222,123.572251198392,-0.0401812714537388,0.185302297353506,1.41857786867259,-2.02917829260351,-2.02864914231151,46.490798577005,-0.0490506118886544
0.63559180648347,1.85473618516578,0.744261014102615,0.24719287484686,1.13732970513522,-0.015023764625695,0.174355329851614,1.33852248992043,0.847465646311744,-0.846933473950962,123.941917340005,-0.0456630682297268,0.195893095270963,1.28270768489491,1.10056219462067,1.10055578732083,48.5845915160606,-0.0466256482713698
0.768876311938223,4.97832129847927,0.500000000000022,-4.46759918449663,1.1610714041508,-0.0122765702650517,0.38344030406523,1.25822764412176,6.48785414944701,-3.39623568632354,131.19705353596,-0.0370749785752774,0,0,0,0,NaN,0
0.76295201081907,1.89897332216679,0.993718423883995,1.42030272391374,1.22409234688687,-0.0259162001820065,0.167395017717839,1.38290327689157,0.221418891786782,-0.22159118540552,127.227590213045,-0.0473616139827007,0,0,0,0,NaN,0
0.742972773493038,-5.8851113755365,0.845029988410492,3.49547834713393,1.20416752747323,-0.020998994662976,0.220332807443941,1.16520918558315,-1.82076886056421,-1.82077670977448,52.075487604523,-0.0498062994427508,0,0,0,0,NaN,0
0.595822430697823,-2.20920739579746,0.928048403920307,3.63514063969547,0.928269801456907,-0.0143326605037308,0.213749262391099,1.1091748775864,-3.26911896150593,3.26939201693327,127.99074205106,-0.0328007282774349,0.203806840325414,1.16240708706427,0.584600242844035,0.605815512118208,50.0469905654707,-0.0472319427654539
0.705874335870815,-5.70398998399996,0.895591822790725,2.61065187019756,1.33471106998325,-0.0234720074094877,0.240643154638906,1.26767998657738,-6.2751036784359,2.98014707374324,50.5311013575943,-0.0568263047176039,0,0,0,0,NaN,0
0.545359890230882,-1.5344749665341,0.923633088341584,2.90920654198865,1.01466078713406,-0.0142723277142008,0.202210409080913,1.14289844249055,-2.56125860853676,2.56135545571141,128.168437138462,-0.037121260726617,0.190638723124653,1.3268113367513,0.793392147565768,0.793412587989695,46.8539724275175,-0.0489755520941369
0.504017454782681,-4.36690695722929,0.806169598317109,1.35285597864263,1.14477750564188,-0.0129894866505372,0.180066039123344,1.07819158317242,-3.2732397818749,3.27322606877506,124.684545975532,-0.0277562976447592,0.190449139798957,1.1839899887446,-1.61680296724283,-1.61656719632076,49.9768138815116,-0.0448045243416558
0.745958563521246,-5.62745439141627,0.826464658120449,-1.48522347533895,1.39113412228866,-0.023922284400545,0.208485989996829,1.05970615896091,-3.15774306934728,3.15756611548809,122.704220512557,-0.0332393302921901,0,0,0,0,NaN,0
0.679650898001098,-5.04047238874322,0.500000000000022,-3.93695238045704,1.44442083399047,-0.0134884509468585,0.182107467938348,1.28432107623895,-1.61678066709863,1.61662356536815,122.704220488072,-0.0440604116677666,0.280217368853674,1.14080475453383,-4.75014899944332,-4.75013292031133,40.6914830501519,-0.0330160271265733
0.575295319026073,-4.43844106279369,0.836667840327409,-1.88693429425365,1.1769449115241,-0.0158196967075853,0.187748266681269,1.17826757396619,-2.25370360400801,2.25326738946921,122.704220487157,-0.0390967773161473,0.194433119662728,1.2416987259307,-3.21020270118631,-3.21004883678345,49.1774153784218,-0.0367192441344584
0.757865365098206,4.88801986322893,0.823831379562769,3.48023298831262,1.25157487922883,-0.0217091870504955,0.20408276031788,1.26727572379965,1.05124501533247,-1.05118597577843,129.65435611905,-0.0512694638336654,0,0,0,0,NaN,0
0.661465811948716,3.63641790677739,0.701251349037931,-4.97390997858514,1.36042858722236,-0.0174218829348258,0.325496189828519,1.33885340835364,4.30357927851511,-5.1683022449048,137.391403127648,-0.0380992366279279,0,0,0,0,NaN,0
0.768038574165699,4.30878673171572,0.904425232035539,-4.86226605629435,1.31979908891988,-0.0253884244626019,0.164522968257343,1.40894303797814,0.805389753205704,0.804569219390709,57.2957795130726,-0.0440302877149429,0,0,0,0,NaN,0
0.51331327601905,-2.54874048525297,0.897345330527961,0.0521551282566902,1.24311431502758,-0.0159900535296557,0.185499154350877,1.13924137444643,-1.79472192497901,1.79424456182285,126.790758671452,-0.0390624588665881,0.215745032762557,1.2258063933006,-1.21510105225862,-1.21504687185004,50.6163727055647,-0.0542911740502671
0.698853001644814,2.78275694350532,1.06594880877291,4.80325282161484,1.20569643482415,-0.0243211058542364,0.229926044479631,1.03253062911158,-0.868292425349251,0.86822212586031,129.34710449865,-0.0488409959764714,0,0,0,0,NaN,0
0.703560116492579,0.704366030532383,1.03916729754566,4.77198197930567,1.06411624832523,-0.0214029972051547,0.223465993771726,1.09150707908183,-1.86556043339113,1.86577958973705,128.851238329421,-0.0442431639465377,0,0,0,0,NaN,0
0.702560114598531,0.891217301767969,1.00040016948331,4.79643240581007,1.16738508193422,-0.0223228292072446,0.233018243229942,0.958030531190398,-2.17045227039854,2.17118195678032,133.872381858094,-0.037576984513419,0,0,0,0,NaN,0
